Krant	veel	zich	zou	al	door	aan	heeft	mensen	tegen	we	wat	was	er	wel	kan	maar	zo	ze	meer	ik	die	dit	ook	werd	je	volgens	deze	naar	worden	kunnen	bij	dan	jaar	uit	over	tot	geen	n	nu	hun	hebben	om	of	als	hij	moeten	niet	moet	wordt	nog
Als oma bij de bevalling op de eerste rij wilSat, 16 Jul 2011 09:00:00 GMT	1	3	0	4	1	8	1	0	1	2	0	3	5	0	0	3	10	10	0	5	10	5	3	0	5	0	0	3	2	2	11	2	0	0	1	2	1	6	0	5	6	9	6	9	2	1	19	3	0	1
Zorgsector is banenmotor van Nederland, vooral voor vrouwenMon, 18 Jul 2011 21:00:00 GMT	3	1	0	0	2	1	1	0	0	1	0	2	2	1	0	2	0	0	4	0	2	3	1	0	1	0	4	1	1	1	1	2	5	1	0	2	0	0	1	0	0	3	0	1	0	1	2	0	1	3
Nepal gaat de Mount Everest opmetenMon, 18 Jul 2011 18:49:00 GMT	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	1	1	1	0	2	3	0	0	2	1	1	0	0	1	0	0	1	0	1	0
Vrouw (22) uniek met extra tepel op haar voetMon, 18 Jul 2011 10:48:00 GMT	0	0	1	1	0	2	4	0	0	0	0	0	2	2	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
Kinderen die zonder dankjewel cadeaus in ontvangst nemenSat, 16 Jul 2011 15:01:00 GMT	1	3	0	4	1	8	1	0	1	2	0	3	5	0	0	3	10	10	0	5	10	5	4	0	5	0	1	3	2	2	11	2	0	0	1	2	1	6	0	5	6	9	6	9	2	1	19	3	0	1
De vreugde en tragiek van 'de oude Kraaij'Mon, 18 Jul 2011 05:02:00 GMT	1	1	0	0	1	2	1	0	1	0	0	2	1	1	0	3	1	1	2	3	6	0	5	1	3	0	0	1	0	0	0	0	1	2	1	0	0	0	0	1	0	3	0	11	3	0	1	0	2	0
Overheid moet misbruik van kinderen voorkomen, maar heksenjacht is verkeerdMon, 11 Jul 2011 22:10:00 GMT	0	6	0	2	3	1	3	1	0	0	0	0	3	1	0	2	1	0	0	0	5	1	5	0	0	0	3	0	1	0	0	0	1	0	0	4	2	1	1	0	1	2	0	4	3	0	6	2	0	2
Henk en Ingrid zijn tevreden, en niet domSat, 16 Jul 2011 07:00:00 GMT	1	2	4	6	1	5	2	1	3	0	4	2	5	3	0	4	2	6	3	2	5	2	6	2	1	2	2	3	7	0	0	3	4	1	0	0	1	0	5	2	6	2	0	1	2	1	4	2	5	2
Warmere zee is kwallenwalhallaSun, 17 Jul 2011 08:19:00 GMT	2	5	0	1	6	8	2	0	1	0	3	2	14	4	6	8	5	7	5	0	16	3	7	0	1	0	2	3	3	1	7	6	2	1	1	3	1	4	1	3	2	2	2	11	2	0	7	0	3	6
Postuum John Kraaijkamp: komiek van de oude stempel met perfecte timingMon, 18 Jul 2011 04:16:00 GMT	1	2	0	3	1	4	0	1	0	1	2	9	2	1	0	9	0	5	3	5	5	0	2	3	1	0	0	1	1	0	6	1	1	2	1	0	1	3	2	1	0	1	1	7	19	0	3	0	0	0
Politie vraagt tips na vondst 1 miljoen euroTue, 19 Jul 2011 08:23:00 GMT	0	0	0	0	2	1	2	0	0	0	0	4	1	0	0	1	2	1	0	0	4	0	0	2	0	0	1	1	0	0	3	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0
Hbo'ers met diploma snel aan het werkTue, 19 Jul 2011 08:50:00 GMT	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	2
Israëlische boten omsingelen GazabootTue, 19 Jul 2011 08:40:00 GMT	0	0	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	1	1	0	0	1	0	0	0
SHO waarschuwt: via nudoneren.nl komt geld niet op giro555Fri, 15 Jul 2011 12:06:00 GMT	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	2	1	0	3	0	3	0	2	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	6	0	1	0
Incubus komt naar AmsterdamTue, 19 Jul 2011 08:59:00 GMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
Chauffeur (85) rijdt echtgenote twee keer aanSun, 17 Jul 2011 23:50:00 GMT	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Het is even droogTue, 19 Jul 2011 08:43:00 GMT	0	0	2	0	0	1	1	0	0	1	0	0	3	1	3	2	1	0	1	0	2	0	2	0	0	2	0	4	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Einde nabij voor team CavendishMon, 18 Jul 2011 12:37:00 GMT	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0
Voor zichzelf gelooft Van Geel echt dat híj Been niet bedroogSat, 16 Jul 2011 13:49:00 GMT	1	4	1	4	2	2	1	0	0	3	3	1	6	3	3	9	2	6	0	4	7	1	10	0	6	0	1	1	2	2	6	7	1	2	3	1	2	4	1	2	3	4	1	5	10	1	15	0	0	5
Brazilië voor het eerst in 16 jaar geklopt vanaf de stipMon, 18 Jul 2011 06:55:00 GMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Berlusconi moet er toch aan geloven: proces Rubygate gaat doorMon, 18 Jul 2011 13:20:00 GMT	0	0	3	0	2	1	2	0	2	0	0	3	2	0	0	1	0	0	0	0	2	1	2	0	0	3	0	1	1	1	0	1	0	1	2	2	1	0	0	0	0	2	0	2	2	0	1	0	1	1
Ook online stokt de boekverkoopFri, 24 Jun 2011 11:56:00 GMT	1	2	2	1	3	6	2	3	1	11	4	4	11	6	2	17	6	5	4	7	12	3	8	3	13	5	0	3	4	2	1	4	11	3	4	2	3	2	2	1	3	5	5	6	1	4	17	3	4	12
Take That heeft Robbie Williams hard nodig in de ArenATue, 19 Jul 2011 07:46:00 GMT	1	4	0	1	0	2	0	0	0	0	1	6	2	1	0	3	1	3	1	0	7	0	2	2	0	0	0	0	1	1	2	2	2	2	0	3	2	2	1	3	2	0	0	3	0	0	5	0	0	4
Melkweg komt met nieuw muziekfilmfestivalMon, 18 Jul 2011 14:30:00 GMT	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Elektrische auto TU Delft wint Britse raceSun, 17 Jul 2011 19:40:00 GMT	0	0	0	0	0	3	1	0	2	0	0	2	0	0	0	0	0	1	1	0	2	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0
Congres VS broedt op alternatief kredietplanTue, 19 Jul 2011 00:10:00 GMT	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1
Geding tegen ADO om antisemitische spreekkorenMon, 18 Jul 2011 09:43:00 GMT	0	2	1	0	0	1	2	0	2	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	1	0
Uitgevers Wikipedia-boeken worden slapend rijkSat, 09 Jul 2011 12:00:00 GMT	0	2	1	1	1	3	2	1	0	0	2	0	2	0	1	0	2	4	0	0	1	0	2	0	0	0	3	1	0	0	2	1	0	2	3	0	0	0	0	1	3	0	0	2	0	0	2	0	2	0
Avonturier Terpstra heeft het gehad met de TourMon, 18 Jul 2011 06:28:00 GMT	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0
NK allround verplaatst naar februariTue, 19 Jul 2011 09:08:00 GMT	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zeeman stunt op Fashion WeekSun, 17 Jul 2011 11:44:00 GMT	0	0	1	0	2	2	1	0	0	0	1	2	2	1	0	1	0	0	0	0	2	0	0	0	1	1	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0
Hooijmaijers loog over zakelijke belangenTue, 19 Jul 2011 02:00:00 GMT	0	1	0	0	1	3	9	0	0	0	1	7	2	0	0	0	2	0	1	0	3	0	1	2	0	0	1	5	0	0	3	0	1	1	4	2	0	1	4	0	0	3	4	6	5	0	5	0	1	0
Hoger beroep om uitgave biografie Gerard ReveMon, 11 Jul 2011 09:05:00 GMT	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Scotland Yard liet News of the World jaren ongemoeidMon, 18 Jul 2011 05:03:00 GMT	1	0	0	3	4	6	7	3	0	0	0	8	1	1	0	2	1	0	1	1	9	4	1	3	0	2	0	5	2	1	2	2	3	0	3	2	1	1	0	3	3	3	9	3	5	1	7	0	0	0
Zwarte ruitersMon, 18 Jul 2011 11:30:00 GMT	1	1	0	2	0	1	0	0	0	0	1	1	2	3	0	3	1	9	0	3	5	0	3	0	0	0	0	1	1	2	2	1	0	1	0	1	0	0	1	7	4	1	1	1	0	0	2	0	0	1
Gedoe rond diploma's ROC-scholenMon, 11 Jul 2011 15:53:00 GMT	0	2	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	3	0	0	1	2	2	0	0	1	0	1	1	0	3	0	2	0	0	2	0	0	0	3	2	2	0	0	0	1	3	1	0	0
'Kan een educatief spel moslimextremisme bestrijden?'Sun, 17 Jul 2011 06:00:00 GMT	2	0	0	1	3	3	3	0	0	0	2	1	1	3	1	3	0	1	0	3	9	0	4	1	3	0	0	1	2	0	3	1	1	6	1	1	1	0	1	3	0	4	3	0	9	0	1	1	3	3
Duitsland zoekt opgeleid personeel in crisislandenMon, 18 Jul 2011 09:40:00 GMT	1	0	0	1	0	4	0	5	0	0	0	0	0	0	0	2	1	1	1	0	1	0	3	0	0	0	1	2	0	3	1	1	0	0	0	0	2	0	0	0	2	2	0	4	0	0	2	1	0	0
Nieuwe zandstorm trekt door ArizonaTue, 19 Jul 2011 02:28:00 GMT	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Orka Morgan naar adoptiefamilie op TenerifeTue, 19 Jul 2011 08:15:00 GMT	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	1	0	1	0	2	1	0	2	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0
Martin Sommer: 'Stevige rechtse praat verhult positieve tendens'Sat, 16 Jul 2011 06:00:00 GMT	1	1	2	4	3	2	3	2	1	2	1	3	5	3	0	7	1	1	5	5	8	3	2	1	2	0	0	3	0	0	2	6	7	3	0	1	1	1	3	0	0	0	2	7	1	0	9	3	4	3
D66: meer geld om toeristen te trekkenMon, 11 Jul 2011 06:55:00 GMT	4	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	2	0	3	0	0
Consumentenbond start meldpunt voor medische foutenFri, 15 Jul 2011 11:16:00 GMT	2	0	0	0	0	0	2	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	2	0	3	1	0	0	0	0	0	0	0
Hirsch Ballin: Donner doet alsof alle problemen van immigranten komenTue, 19 Jul 2011 08:29:00 GMT	2	3	0	2	0	5	2	3	2	1	2	1	1	0	0	4	1	1	0	4	9	0	2	4	7	0	0	0	0	1	1	1	1	3	2	0	2	1	1	3	2	0	1	7	1	0	9	7	3	0
KPN stopt met opschroeven capaciteit mastenSun, 17 Jul 2011 20:32:00 GMT	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Treinverkeer Schiphol tijdelijk stil wegens rookTue, 19 Jul 2011 08:28:00 GMT	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Haase meteen onderuit in HamburgMon, 18 Jul 2011 14:31:00 GMT	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Hoe vaak is Tristan van der V. al buitengesloten?Thu, 14 Jul 2011 07:00:00 GMT	1	5	0	3	1	1	0	8	0	3	3	6	3	2	0	6	1	3	2	2	12	0	4	0	9	0	4	1	2	2	4	2	0	3	4	1	0	1	2	0	1	7	0	6	2	1	6	2	2	2
Ruimtesonde na vier jaar in baan reusachtige 'aardappel'Sun, 17 Jul 2011 08:48:00 GMT	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	2	1	1	1	0	0	0	0	0	4	0	1	0	0	0	1	0	0
Tourrevelatie Ruijgh jaar langer bij VacansoleilMon, 18 Jul 2011 21:29:00 GMT	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frankrijk: deze week nieuw steunpakket Griekenland afrondenMon, 18 Jul 2011 07:40:00 GMT	0	0	1	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0
Politie Mumbai opent onderzoek na verdacht overlijden arrestantMon, 18 Jul 2011 10:03:00 GMT	0	0	1	1	1	2	0	0	0	2	0	0	1	1	0	1	0	0	0	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	1	4	0	1	0	0	0
Van den Broeck: Ik kon de Tour winnenMon, 18 Jul 2011 10:31:00 GMT	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	3	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	3	2	1	0	2	0	0	0
Ontaarde oma omdat ik niet wil oppassen?Sat, 25 Jun 2011 14:12:00 GMT	6	1	3	0	2	8	3	2	1	1	7	0	5	5	5	9	4	2	2	28	7	2	8	0	7	0	1	4	0	3	1	2	2	1	5	1	4	0	3	1	2	9	9	12	3	5	23	3	2	2
Cambodja en Thailand moeten militairen weghalen bij tempelMon, 18 Jul 2011 09:08:00 GMT	2	1	0	3	0	4	2	0	1	0	0	2	2	0	0	0	0	1	0	0	3	1	3	0	0	0	0	1	1	0	3	0	1	4	4	3	0	1	0	1	0	0	0	0	0	2	1	0	0	2
Golf van Kate Middleton te koop op eBayFri, 15 Jul 2011 19:29:00 GMT	0	0	0	0	0	4	1	0	0	0	0	1	3	1	0	1	2	3	0	2	3	0	1	1	0	0	0	0	0	1	1	0	2	0	0	0	0	1	2	0	0	1	0	0	3	0	2	0	0	1
Journalist Milo Anstadt overledenMon, 18 Jul 2011 19:01:00 GMT	1	0	0	0	1	2	1	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	2	4	0	0	0	2	0	0	1	0	1	0	2	3	0	0	1	0	0	0	0	2	7	0	0	0	1	0
Etna stuurt vliegverkeer in de warSat, 09 Jul 2011 19:01:00 GMT	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lefgozer vernedert keeper met unieke penaltyMon, 18 Jul 2011 12:06:00 GMT	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
De zin en onzin van een kleinere Tweede KamerThu, 14 Jul 2011 07:46:00 GMT	4	7	2	4	1	3	1	0	1	3	6	2	15	0	0	7	5	4	5	0	9	0	9	0	3	1	0	3	2	1	7	4	0	2	6	2	0	0	2	0	1	3	2	4	4	4	11	6	2	4
Nieuwe sitcom Charlie Sheen gaat over woedebeheersingTue, 19 Jul 2011 01:06:00 GMT	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	0	0	1	0	0	2	0	2	1	1	0	0	0	1	0	1	3	0	0	1	0	0	0	0	0
Rotterdam wil kickboksgala's uit de stad werenMon, 18 Jul 2011 10:10:00 GMT	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	1	1	0	0	0	1	1	3	0	0	0	1	2	2	1	1	0	0	1	2	0	0	1	0	0	1	2	1	0	0	0	1	0	0	0
Spanjaarden recyclen olijfolie tot zeep voor PeruTue, 12 Jul 2011 18:02:00 GMT	0	0	0	3	0	2	1	1	0	0	1	0	1	0	0	1	0	0	0	0	5	0	5	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	5	0
Kamer boeken in Nederlands hotel? Wees er snel bij!Thu, 14 Jul 2011 11:02:00 GMT	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	1	2	2	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1
Klokkenluider News of the World dood aangetroffenMon, 18 Jul 2011 17:59:00 GMT	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
Duitse verzekeraar Allianz: Scheldt kwart Griekse schuld kwijtMon, 18 Jul 2011 11:46:00 GMT	0	0	2	0	2	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	2	3	2	0	0	0
Vierdaagse Nijmegen geopend met VlaggenparadeSun, 17 Jul 2011 20:58:00 GMT	0	1	0	0	1	4	0	1	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
'Googie' Whiters op 94-jarige leeftijd overledenSun, 17 Jul 2011 13:45:00 GMT	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
De grootste boekenfabriek van de hele wereldSat, 09 Jul 2011 08:00:00 GMT	3	4	1	2	4	9	4	5	2	4	5	0	9	8	6	4	7	8	3	3	13	0	8	0	10	1	3	3	3	1	6	9	3	5	7	1	4	3	3	4	6	8	9	10	15	1	18	1	2	8
Vrouw zet kinderen voor de grap op eBaySun, 17 Jul 2011 06:37:00 GMT	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0
Zijlstra zet in op kwaliteit in het hoger onderwijsFri, 01 Jul 2011 14:14:00 GMT	1	4	0	0	3	6	5	0	0	1	2	0	1	2	3	2	3	5	6	2	1	0	5	0	0	0	0	2	2	0	4	3	1	1	4	1	2	0	1	7	1	6	4	0	1	3	4	1	2	1
'Allochtone christen kan ons veel leren'Sat, 16 Jul 2011 08:19:00 GMT	4	0	6	3	2	12	5	4	0	15	6	2	13	8	2	14	3	5	8	20	12	1	13	2	8	1	1	5	5	2	11	4	1	7	3	4	5	0	2	3	5	11	7	15	10	5	20	5	1	3
Burgemeester Amsterdam: comazuipers zelf laten betalenMon, 04 Jul 2011 16:16:00 GMT	1	0	0	0	0	1	1	0	1	0	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	1
Kabinet geeft 5 miljoen euro extra voor Hoorn van AfrikaTue, 12 Jul 2011 16:38:00 GMT	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knapen: Aanvullende sancties tegen SyriëMon, 18 Jul 2011 13:19:00 GMT	0	0	0	3	0	1	3	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	1	1	0	2	0	2	2	0	0
Heister in tranen na mislukte WK-missieTue, 19 Jul 2011 09:13:00 GMT	1	2	1	1	2	0	3	0	0	1	0	5	1	1	0	1	1	8	0	5	4	0	0	0	3	0	1	1	0	1	4	1	2	0	3	0	0	1	0	0	0	3	0	4	0	1	4	0	0	2
Rusland niet blij met westerse erkenning Libische rebellenraadMon, 18 Jul 2011 11:42:00 GMT	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1
Jubilerende Zwarte Cross breekt weer recordSun, 17 Jul 2011 16:05:00 GMT	0	0	1	3	0	0	2	0	0	0	0	4	4	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	2	1	0	3	1	0	0	0	0	1	0	1	2	0	1	0	0	0
'Republikeinen en Democraten naderen schuldenakkoord'Mon, 18 Jul 2011 14:15:00 GMT	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	4	0	0	2	1	0	1	0	0	1	3	1	2	0	2	0
Vliegveld Catania (Sicilië) weer openSun, 10 Jul 2011 09:38:00 GMT	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Resten Romeins dorp in Brabant opgegravenMon, 18 Jul 2011 14:28:00 GMT	1	0	0	0	1	1	1	0	0	0	0	1	2	0	0	0	1	0	1	0	2	0	2	1	0	0	1	0	0	0	0	1	0	3	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0
'Er is een Amsterdammer heengegaan'Mon, 18 Jul 2011 07:13:00 GMT	5	1	0	1	0	6	4	2	0	2	2	12	4	2	1	9	4	0	0	6	5	1	4	1	8	0	0	3	0	0	6	0	1	0	3	1	0	1	0	0	5	2	0	6	16	0	3	0	0	0
Weer olielekkage van BP in de VSMon, 18 Jul 2011 13:43:00 GMT	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Goede doelen zijn niet open genoegThu, 14 Jul 2011 07:31:00 GMT	1	1	0	0	1	3	1	0	0	0	1	0	2	1	1	2	1	0	0	0	4	5	2	0	0	0	1	3	2	3	4	0	2	4	3	0	1	1	0	5	4	2	0	2	0	0	5	2	2	2
'Droogte in Hoorn van Afrika wordt nog erger'Sat, 16 Jul 2011 14:31:00 GMT	3	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	0	0	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	3
Vrouwen in Saudi-Arabië aangehouden om autorijdenMon, 18 Jul 2011 12:24:00 GMT	0	0	1	2	2	2	0	0	0	0	0	0	0	0	1	1	0	3	1	1	2	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	3	1	5	0	0	0	1	5	0	0	0
iPhone 5 is dunner, sneller en heeft betere cameraSun, 17 Jul 2011 20:47:00 GMT	0	0	4	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	2	1	0	1	0	1	4	2	0	0	0	0	0	1	0	0	1	0	0	0	1	2
Bloedtest constateert hart- en vaatziektenWed, 13 Jul 2011 07:24:00 GMT	2	0	0	0	0	1	2	3	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	2	0	0	2	0	1	1	0	1	1	2	1	0	1	1	0	0	3
'Gelooft nog iemand in de Dutch Approach?'Mon, 18 Jul 2011 11:58:00 GMT	3	1	1	4	3	4	2	0	1	6	9	1	8	2	0	7	7	7	3	0	9	0	7	4	2	0	1	1	3	1	5	7	3	2	6	4	1	1	5	2	4	9	0	8	1	0	18	0	2	4
Werkgevers investeren minder in scholing personeelMon, 18 Jul 2011 12:09:00 GMT	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Studenten, opgelet! Zomerstop gratis OV gaat vandaag inSun, 17 Jul 2011 14:12:00 GMT	0	0	0	0	0	0	1	0	0	0	0	0	3	4	2	1	1	3	2	0	2	0	1	0	0	1	0	1	2	0	0	0	2	0	0	2	0	1	3	0	1	0	3	0	0	2	6	0	0	1
Eerste Amerikaanse eikenmot in Europa ontdektWed, 13 Jul 2011 08:52:00 GMT	0	2	0	0	0	0	4	0	0	0	1	0	1	1	2	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2
Knapen: er moet nú hulp komen voor AfrikaMon, 18 Jul 2011 04:24:00 GMT	0	0	0	0	1	1	1	3	0	2	1	0	2	0	0	2	1	0	0	1	1	0	0	0	0	0	2	0	1	2	0	2	1	0	0	2	0	1	2	0	1	0	0	0	0	0	2	2	1	1
'Huwelijk tussen neef en nicht moet kunnen'Tue, 12 Jul 2011 11:36:00 GMT	4	0	0	0	0	1	1	0	2	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	1	0
Geen Harry Potter en The Hangover voor de ChinezenMon, 18 Jul 2011 13:32:00 GMT	1	0	1	1	0	2	3	1	1	0	0	1	4	1	0	4	4	3	0	0	5	2	2	0	1	1	1	1	2	2	1	2	3	0	1	1	1	0	0	0	0	1	4	3	0	0	5	0	4	0
